display_name,symbol_name,exchange_id,instrument,underlying_symbol,security_id
USDINR AUG FUT,USDINR,BSE,FUTCUR,USDINR,1026077
GBPINR AUG FUT,GBPINR,BSE,FUTCUR,GBPINR,1026078
EURINR AUG FUT,EURINR,BSE,FUTCUR,EURINR,1026079
JPYINR AUG FUT,JPYINR,BSE,FUTCUR,JPYINR,1026080
EURUSD AUG FUT,EURUSD,BSE,FUTCUR,EURUSD,1026081
GBPUSD AUG FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1026082
USDJPY AUG FUT,USDJPY,BSE,FUTCUR,USDJPY,1026083
USDINR SEP FUT,USDINR,BSE,FUTCUR,USDINR,1029516
GBPINR SEP FUT,GBPINR,BSE,FUTCUR,GBPINR,1029517
EURINR SEP FUT,EURINR,BSE,FUTCUR,EURINR,1029518
JPYINR SEP FUT,JPYINR,BSE,FUTCUR,JPYINR,1029519
EURUSD SEP FUT,EURUSD,BSE,FUTCUR,EURUSD,1029520
GBPUSD SEP FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1029521
USDJPY SEP FUT,USDJPY,BSE,FUTCUR,USDJPY,1029522
USDINR OCT FUT,USDINR,BSE,FUTCUR,USDINR,1034143
GBPINR OCT FUT,GBPINR,BSE,FUTCUR,GBPINR,1034144
EURINR OCT FUT,EURINR,BSE,FUTCUR,EURINR,1034145
JPYINR OCT FUT,JPYINR,BSE,FUTCUR,JPYINR,1034146
EURUSD OCT FUT,EURUSD,BSE,FUTCUR,EURUSD,1034147
GBPUSD OCT FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1034149
USDJPY OCT FUT,USDJPY,BSE,FUTCUR,USDJPY,1034151
USDINR NOV FUT,USDINR,BSE,FUTCUR,USDINR,1038942
GBPINR NOV FUT,GBPINR,BSE,FUTCUR,GBPINR,1038944
EURINR NOV FUT,EURINR,BSE,FUTCUR,EURINR,1038945
JPYINR NOV FUT,JPYINR,BSE,FUTCUR,JPYINR,1038946
EURUSD NOV FUT,EURUSD,BSE,FUTCUR,EURUSD,1038947
GBPUSD NOV FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1038948
USDJPY NOV FUT,USDJPY,BSE,FUTCUR,USDJPY,1038949
USDINR DEC FUT,USDINR,BSE,FUTCUR,USDINR,1048627
GBPINR DEC FUT,GBPINR,BSE,FUTCUR,GBPINR,1048628
EURINR DEC FUT,EURINR,BSE,FUTCUR,EURINR,1048629
JPYINR DEC FUT,JPYINR,BSE,FUTCUR,JPYINR,1048630
EURUSD DEC FUT,EURUSD,BSE,FUTCUR,EURUSD,1048632
GBPUSD DEC FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1048633
USDJPY DEC FUT,USDJPY,BSE,FUTCUR,USDJPY,1048634
USDINR 26 SEP 83.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048641
USDINR 26 SEP 83.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048642
USDINR 26 SEP 83.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048643
USDINR 26 SEP 83.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048644
USDINR 26 SEP 82.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048645
USDINR 26 SEP 82.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048646
USDINR 26 SEP 82.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048647
USDINR 26 SEP 82.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048648
USDINR 26 SEP 82.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048649
USDINR 26 SEP 82.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048650
USDINR 26 SEP 82.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048651
USDINR 26 SEP 82.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048652
USDINR 26 SEP 82.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048653
USDINR 26 SEP 82.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048654
USDINR 26 SEP 82.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048655
USDINR 26 SEP 82.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048656
USDINR 26 SEP 82.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048657
USDINR 26 SEP 82.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048658
USDINR 26 SEP 82.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048659
USDINR 26 SEP 82.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048660
USDINR 26 SEP 81.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048661
USDINR 26 SEP 81.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048662
USDINR 26 SEP 81.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048663
USDINR 26 SEP 81.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048664
USDINR 26 SEP 81.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048665
USDINR 26 SEP 81.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048666
USDINR 26 SEP 81.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048667
USDINR 26 SEP 81.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048668
USDINR 26 SEP 81.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048669
USDINR 26 SEP 81.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048670
USDINR 26 SEP 81.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048671
USDINR 26 SEP 81.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048672
USDINR 26 SEP 81.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048673
USDINR 26 SEP 81.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048674
USDINR 26 SEP 81.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048675
USDINR 26 SEP 81.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048676
USDINR 26 SEP 80.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048677
USDINR 26 SEP 80.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048678
USDINR 26 SEP 80.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048679
USDINR 26 SEP 80.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048680
USDINR 26 SEP 80.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048681
USDINR 26 SEP 80.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048682
USDINR 26 SEP 80.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048683
USDINR 26 SEP 80.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048684
USDINR 26 SEP 80.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048685
USDINR 26 SEP 80.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048686
USDINR 26 SEP 80.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048687
USDINR 26 SEP 80.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048688
USDINR 26 SEP 83.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048689
USDINR 26 SEP 83.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048690
USDINR 26 SEP 83.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048691
USDINR 26 SEP 83.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048692
USDINR 26 SEP 83.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048693
USDINR 26 SEP 83.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048694
USDINR 26 SEP 83.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048695
USDINR 26 SEP 83.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048696
USDINR 26 SEP 83.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048697
USDINR 26 SEP 83.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048698
USDINR 26 SEP 83.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048699
USDINR 26 SEP 83.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048700
USDINR 26 SEP 84.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048701
USDINR 26 SEP 84.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048702
USDINR 26 SEP 84.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048703
USDINR 26 SEP 84.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048704
USDINR 26 SEP 84.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048705
USDINR 26 SEP 84.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048706
USDINR 26 SEP 84.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048707
USDINR 26 SEP 84.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048708
USDINR 26 SEP 84.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048709
USDINR 26 SEP 84.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048710
USDINR 26 SEP 84.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048711
USDINR 26 SEP 84.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048712
USDINR 26 SEP 84.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048713
USDINR 26 SEP 84.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048714
USDINR 26 SEP 84.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048715
USDINR 26 SEP 84.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048716
USDINR 26 SEP 85.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048717
USDINR 26 SEP 85.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048718
USDINR 26 SEP 85.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048719
USDINR 26 SEP 85.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048720
USDINR 26 SEP 85.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048721
USDINR 26 SEP 85.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048722
USDINR 26 SEP 85.4 CALL,USDINR,BSE,OPTCUR,USDINR,1048723
USDINR 26 SEP 85.4 PUT,USDINR,BSE,OPTCUR,USDINR,1048724
USDINR 26 SEP 85.6 CALL,USDINR,BSE,OPTCUR,USDINR,1048725
USDINR 26 SEP 85.6 PUT,USDINR,BSE,OPTCUR,USDINR,1048726
USDINR 26 SEP 85.7 CALL,USDINR,BSE,OPTCUR,USDINR,1048727
USDINR 26 SEP 85.7 PUT,USDINR,BSE,OPTCUR,USDINR,1048728
USDINR 26 SEP 85.8 CALL,USDINR,BSE,OPTCUR,USDINR,1048729
USDINR 26 SEP 85.8 PUT,USDINR,BSE,OPTCUR,USDINR,1048730
USDINR 26 SEP 85.9 CALL,USDINR,BSE,OPTCUR,USDINR,1048731
USDINR 26 SEP 85.9 PUT,USDINR,BSE,OPTCUR,USDINR,1048732
USDINR 26 SEP 86.1 CALL,USDINR,BSE,OPTCUR,USDINR,1048733
USDINR 26 SEP 86.1 PUT,USDINR,BSE,OPTCUR,USDINR,1048734
USDINR 26 SEP 86.2 CALL,USDINR,BSE,OPTCUR,USDINR,1048735
USDINR 26 SEP 86.2 PUT,USDINR,BSE,OPTCUR,USDINR,1048736
USDINR 26 SEP 86.3 CALL,USDINR,BSE,OPTCUR,USDINR,1048737
USDINR 26 SEP 86.3 PUT,USDINR,BSE,OPTCUR,USDINR,1048738
EURUSD 26 SEP 1.1025 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048775
EURUSD 26 SEP 1.1025 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048776
EURUSD 26 SEP 1.0975 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048777
EURUSD 26 SEP 1.0975 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048778
EURUSD 26 SEP 1.0925 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048779
EURUSD 26 SEP 1.0925 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048780
EURUSD 26 SEP 1.0875 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048781
EURUSD 26 SEP 1.0875 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048782
EURUSD 26 SEP 1.0825 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048783
EURUSD 26 SEP 1.0825 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048784
EURUSD 26 SEP 1.0775 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048785
EURUSD 26 SEP 1.0775 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048786
EURUSD 26 SEP 1.0725 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048787
EURUSD 26 SEP 1.0725 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048788
EURUSD 26 SEP 1.0675 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048789
EURUSD 26 SEP 1.0675 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048790
EURUSD 26 SEP 1.1075 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048791
EURUSD 26 SEP 1.1075 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048792
EURUSD 26 SEP 1.1125 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048793
EURUSD 26 SEP 1.1125 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048794
EURUSD 26 SEP 1.1175 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048795
EURUSD 26 SEP 1.1175 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048796
EURUSD 26 SEP 1.1225 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048797
EURUSD 26 SEP 1.1225 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048798
EURUSD 26 SEP 1.1275 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048799
EURUSD 26 SEP 1.1275 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048800
EURUSD 26 SEP 1.1325 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048801
EURUSD 26 SEP 1.1325 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048802
EURUSD 26 SEP 1.1375 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048803
EURUSD 26 SEP 1.1375 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048804
EURUSD 26 SEP 1.1425 CALL,EURUSD,BSE,OPTCUR,EURUSD,1048805
EURUSD 26 SEP 1.1425 PUT,EURUSD,BSE,OPTCUR,EURUSD,1048806
GBPUSD 26 SEP 1.2675 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048813
GBPUSD 26 SEP 1.2675 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048814
GBPUSD 26 SEP 1.2625 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048815
GBPUSD 26 SEP 1.2625 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048816
GBPUSD 26 SEP 1.2575 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048817
GBPUSD 26 SEP 1.2575 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048818
GBPUSD 26 SEP 1.2525 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048819
GBPUSD 26 SEP 1.2525 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048820
GBPUSD 26 SEP 1.2475 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048821
GBPUSD 26 SEP 1.2475 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048822
GBPUSD 26 SEP 1.2425 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048823
GBPUSD 26 SEP 1.2425 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048824
GBPUSD 26 SEP 1.2375 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048825
GBPUSD 26 SEP 1.2375 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048826
GBPUSD 26 SEP 1.2725 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048827
GBPUSD 26 SEP 1.2725 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048828
GBPUSD 26 SEP 1.2775 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048829
GBPUSD 26 SEP 1.2775 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048830
GBPUSD 26 SEP 1.2825 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048831
GBPUSD 26 SEP 1.2825 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048832
GBPUSD 26 SEP 1.2875 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048833
GBPUSD 26 SEP 1.2875 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048834
GBPUSD 26 SEP 1.2925 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048835
GBPUSD 26 SEP 1.2925 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048836
GBPUSD 26 SEP 1.2975 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048837
GBPUSD 26 SEP 1.2975 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048838
GBPUSD 26 SEP 1.3025 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048839
GBPUSD 26 SEP 1.3025 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048840
GBPUSD 26 SEP 1.3075 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1048841
GBPUSD 26 SEP 1.3075 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1048842
USDJPY 26 SEP 142.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048845
USDJPY 26 SEP 142.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048846
USDJPY 26 SEP 141.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048847
USDJPY 26 SEP 141.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048848
USDJPY 26 SEP 141.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048849
USDJPY 26 SEP 141.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048850
USDJPY 26 SEP 140.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048851
USDJPY 26 SEP 140.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048852
USDJPY 26 SEP 140.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048853
USDJPY 26 SEP 140.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048854
USDJPY 26 SEP 139.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048855
USDJPY 26 SEP 139.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048856
USDJPY 26 SEP 139.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048857
USDJPY 26 SEP 139.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048858
USDJPY 26 SEP 142.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048859
USDJPY 26 SEP 142.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048860
USDJPY 26 SEP 143.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048861
USDJPY 26 SEP 143.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048862
USDJPY 26 SEP 143.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048863
USDJPY 26 SEP 143.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048864
USDJPY 26 SEP 144.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048865
USDJPY 26 SEP 144.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048866
USDJPY 26 SEP 144.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048867
USDJPY 26 SEP 144.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048868
USDJPY 26 SEP 145.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048869
USDJPY 26 SEP 145.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048870
USDJPY 26 SEP 145.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048871
USDJPY 26 SEP 145.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048872
USDJPY 26 SEP 146.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1048873
USDJPY 26 SEP 146.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1048874
USDINR 26 SEP 80.2 CALL,USDINR,BSE,OPTCUR,USDINR,1049052
USDINR 26 SEP 80.2 PUT,USDINR,BSE,OPTCUR,USDINR,1049053
EURUSD 26 SEP 1.1475 CALL,EURUSD,BSE,OPTCUR,EURUSD,1049102
EURUSD 26 SEP 1.1475 PUT,EURUSD,BSE,OPTCUR,EURUSD,1049103
GBPUSD 26 SEP 1.3125 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1049122
GBPUSD 26 SEP 1.3125 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1049123
USDJPY 26 SEP 138.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049182
USDJPY 26 SEP 138.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049183
USDJPY 26 SEP 138.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049184
USDJPY 26 SEP 138.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049185
USDJPY 26 SEP 137.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049186
USDJPY 26 SEP 137.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049187
USDJPY 26 SEP 137.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049188
USDJPY 26 SEP 137.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049189
USDINR 26 SEP 80.1 CALL,USDINR,BSE,OPTCUR,USDINR,1049650
USDINR 26 SEP 80.1 PUT,USDINR,BSE,OPTCUR,USDINR,1049651
EURUSD 26 SEP 1.0625 CALL,EURUSD,BSE,OPTCUR,EURUSD,1049891
EURUSD 26 SEP 1.0625 PUT,EURUSD,BSE,OPTCUR,EURUSD,1049892
GBPUSD 26 SEP 1.2325 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1049897
GBPUSD 26 SEP 1.2325 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1049898
EURUSD 26 SEP 1.0575 CALL,EURUSD,BSE,OPTCUR,EURUSD,1049911
EURUSD 26 SEP 1.0575 PUT,EURUSD,BSE,OPTCUR,EURUSD,1049912
GBPUSD 26 SEP 1.2275 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1049923
GBPUSD 26 SEP 1.2275 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1049924
USDJPY 26 SEP 146.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049937
USDJPY 26 SEP 146.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049938
USDJPY 26 SEP 147.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049966
USDJPY 26 SEP 147.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049967
USDJPY 26 SEP 147.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1049968
USDJPY 26 SEP 147.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1049969
USDJPY 26 SEP 148.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1050274
USDJPY 26 SEP 148.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1050275
USDJPY 26 SEP 148.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1050276
USDJPY 26 SEP 148.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1050277
USDJPY 26 SEP 149.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1050496
USDJPY 26 SEP 149.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1050497
USDINR 26 SEP 79.9 CALL,USDINR,BSE,OPTCUR,USDINR,1051036
USDINR 26 SEP 79.9 PUT,USDINR,BSE,OPTCUR,USDINR,1051037
EURUSD 26 SEP 1.0525 CALL,EURUSD,BSE,OPTCUR,EURUSD,1051086
EURUSD 26 SEP 1.0525 PUT,EURUSD,BSE,OPTCUR,EURUSD,1051087
USDJPY 26 SEP 149.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051144
USDJPY 26 SEP 149.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051145
USDJPY 26 SEP 150.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051146
USDJPY 26 SEP 150.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051147
USDJPY 26 SEP 150.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051196
USDJPY 26 SEP 150.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051197
USDJPY 26 SEP 151.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051198
USDJPY 26 SEP 151.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051199
USDJPY 26 SEP 151.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051219
USDJPY 26 SEP 151.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051220
USDJPY 26 SEP 152.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1051539
USDJPY 26 SEP 152.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1051540
EURUSD 26 SEP 1.0475 CALL,EURUSD,BSE,OPTCUR,EURUSD,1051735
EURUSD 26 SEP 1.0475 PUT,EURUSD,BSE,OPTCUR,EURUSD,1051736
USDINR JAN FUT,USDINR,BSE,FUTCUR,USDINR,1051749
GBPINR JAN FUT,GBPINR,BSE,FUTCUR,GBPINR,1051750
EURINR JAN FUT,EURINR,BSE,FUTCUR,EURINR,1051751
JPYINR JAN FUT,JPYINR,BSE,FUTCUR,JPYINR,1051752
EURUSD JAN FUT,EURUSD,BSE,FUTCUR,EURUSD,1051753
GBPUSD JAN FUT,GBPUSD,BSE,FUTCUR,GBPUSD,1051755
USDJPY JAN FUT,USDJPY,BSE,FUTCUR,USDJPY,1051757
EURUSD 26 SEP 1.0425 CALL,EURUSD,BSE,OPTCUR,EURUSD,1052944
EURUSD 26 SEP 1.0425 PUT,EURUSD,BSE,OPTCUR,EURUSD,1052945
USDINR 26 SEP 79.8 CALL,USDINR,BSE,OPTCUR,USDINR,1053096
USDINR 26 SEP 79.8 PUT,USDINR,BSE,OPTCUR,USDINR,1053097
EURUSD 26 SEP 1.0375 CALL,EURUSD,BSE,OPTCUR,EURUSD,1053530
EURUSD 26 SEP 1.0375 PUT,EURUSD,BSE,OPTCUR,EURUSD,1053531
GBPUSD 26 SEP 1.2225 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1053572
GBPUSD 26 SEP 1.2225 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1053573
GBPUSD 26 SEP 1.2175 CALL,GBPUSD,BSE,OPTCUR,GBPUSD,1053626
GBPUSD 26 SEP 1.2175 PUT,GBPUSD,BSE,OPTCUR,GBPUSD,1053627
USDJPY 26 SEP 152.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1053666
USDJPY 26 SEP 152.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1053667
USDJPY 26 SEP 153.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1053694
USDJPY 26 SEP 153.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1053695
EURUSD 26 SEP 1.0325 CALL,EURUSD,BSE,OPTCUR,EURUSD,1053745
EURUSD 26 SEP 1.0325 PUT,EURUSD,BSE,OPTCUR,EURUSD,1053746
USDJPY 26 SEP 153.75 CALL,USDJPY,BSE,OPTCUR,USDJPY,1053811
USDJPY 26 SEP 153.75 PUT,USDJPY,BSE,OPTCUR,USDJPY,1053812
USDJPY 26 SEP 154.25 CALL,USDJPY,BSE,OPTCUR,USDJPY,1053813
USDJPY 26 SEP 154.25 PUT,USDJPY,BSE,OPTCUR,USDJPY,1053814
USDINR FEB FUT,USDINR,BSE,FUTCUR,USDINR,1054757
